Concurso,Data Sorteio,Coluna 1,Coluna 2,Coluna 3,Coluna 4,Coluna 5,Coluna 6,Coluna 7,Ganhadores 7 acertos ,Cidade / UF,Rateio 7 acertos,Ganhadores 6 acertos,Rateio 6 acertos,Ganhadores 5 acertos,Rateio 5 acertos,Ganhadores 4 acertos,Rateio 4 acertos,Ganhadores 3 acertos,Rateio 3 acertos,Acumulado 7 acertos,Arrecadação Total,Estimativa Prêmio,Observação
713,30/06/2025,5,1,9,9,7,3,4,0,,"R$0,00",0,"R$0,00",49,"R$978,70",716,"R$66,97",6918,"R$5,00","R$2.330.570,00","R$809.090,00","R$2.400.000,00",
714,02/07/2025,0,5,8,4,5,8,8,0,,"R$0,00",2,"R$15.935,09",36,"R$1.264,68",782,"R$58,22",7121,"R$5,00","R$2.447.428,16","R$774.447,50","R$2.500.000,00",
715,04/07/2025,6,5,6,7,1,7,3,0,,"R$0,00",2,"R$18.629,38",71,"R$749,67",928,"R$57,35",8048,"R$5,00","R$2.584.048,03","R$902.227,50","R$2.700.000,00",
716,07/07/2025,9,0,0,7,9,4,1,0,,"R$0,00",2,"R$19.777,06",57,"R$991,33",930,"R$60,75",8153,"R$5,00","R$2.729.085,71","R$953.347,50","R$2.800.000,00",
717,09/07/2025,0,0,6,5,6,1,0,0,,"R$0,00",4,"R$7.835,78",45,"R$995,01",705,"R$63,51",6912,"R$5,00","R$2.844.011,57","R$760.597,50","R$3.000.000,00",
718,11/07/2025,8,3,5,1,0,1,4,0,,"R$0,00",2,"R$18.335,99",39,"R$1.343,29",819,"R$63,96",7547,"R$5,00","R$2.978.479,37","R$883.745,00","R$3.200.000,00",
719,14/07/2025,6,1,1,1,4,7,3,0,,"R$0,00",0,"R$0,00",91,"R$618,95",1161,"R$48,51",9351,"R$5,00","R$3.162.479,65","R$964.277,50","R$3.300.000,00",
720,16/07/2025,5,5,7,8,5,7,8,0,,"R$0,00",3,"R$11.974,26",45,"R$1.140,40",690,"R$74,37",7825,"R$5,00","R$3.294.198,75","R$870.625,00","R$3.400.000,00",
721,18/07/2025,9,5,6,2,4,1,1,0,,"R$0,00",1,"R$39.381,61",39,"R$1.442,54",920,"R$61,15",8364,"R$5,00","R$3.438.599,29","R$952.005,00","R$3.500.000,00",
722,21/07/2025,0,7,4,9,4,9,1,0,,"R$0,00",0,"R$0,00",63,"R$961,63",983,"R$61,63",9189,"R$5,00","R$3.636.505,24","R$1.027.250,00","R$3.700.000,00",
723,23/07/2025,0,1,4,9,7,9,6,0,,"R$0,00",4,"R$9.272,06",58,"R$913,50",1050,"R$50,46",8541,"R$5,00","R$3.772.495,66","R$904.147,50","R$3.900.000,00",
724,25/07/2025,7,2,1,7,0,8,7,0,,"R$0,00",4,"R$9.728,74",62,"R$896,65",952,"R$58,39",8910,"R$5,00","R$3.915.188,05","R$948.090,00","R$4.100.000,00",
725,28/07/2025,0,0,5,2,0,4,3,0,,"R$0,00",5,"R$8.490,03",91,"R$666,40",1079,"R$56,20",9454,"R$5,00","R$4.070.841,28","R$1.031.187,50","R$4.200.000,00",
726,30/07/2025,0,9,7,1,5,2,6,0,,"R$0,00",4,"R$9.483,79",50,"R$1.083,86",994,"R$54,52",8598,"R$5,00","R$4.209.936,89","R$923.217,50","R$4.400.000,00",
727,01/08/2025,8,9,0,5,5,2,6,0,,"R$0,00",0,"R$0,00",64,"R$935,69",1050,"R$57,03",8184,"R$5,00","R$4.405.563,26","R$1.005.142,50","R$4.600.000,00",
728,04/08/2025,5,0,2,3,9,8,1,0,,"R$0,00",3,"R$14.848,09",70,"R$909,06",961,"R$66,21",9514,"R$5,00","R$4.568.897,38","R$1.077.417,50","R$4.800.000,00",
729,06/08/2025,1,1,3,1,7,8,6,0,,"R$0,00",8,"R$5.438,70",99,"R$627,84",1224,"R$50,78",10726,"R$5,00","R$4.728.433,92","R$1.068.752,50","R$4.900.000,00",
730,08/08/2025,6,4,5,7,0,0,3,0,,"R$0,00",4,"R$13.422,28",69,"R$1.111,57",1359,"R$56,43",11693,"R$5,00","R$4.925.301,63","R$1.301.187,50","R$5.200.000,00",
731,11/08/2025,6,1,1,0,1,6,7,0,,"R$0,00",1,"R$59.679,27",101,"R$844,11",1472,"R$57,91",13189,"R$5,00","R$5.144.135,09","R$1.448.547,50","R$5.400.000,00",
732,13/08/2025,3,2,5,0,3,6,9,0,,"R$0,00",3,"R$17.736,07",81,"R$938,41",1486,"R$51,15",12814,"R$5,00","R$5.339.234,11","R$1.303.527,50","R$5.500.000,00",
733,15/08/2025,1,5,9,8,8,8,3,1,JARAGUA DO SUL/SC,"R$5.528.992,43",9,"R$5.750,18",89,"R$830,68",1262,"R$58,58",10798,"R$5,00","R$0,00","R$1.248.830,00","R$100.000,00",
734,18/08/2025,1,8,5,7,0,9,8,0,,"R$0,00",0,"R$0,00",40,"R$591,82",414,"R$57,18",4012,"R$5,00","R$77.332,60","R$406.212,50","R$150.000,00",
735,20/08/2025,7,3,0,3,2,2,8,0,,"R$0,00",3,"R$4.760,06",24,"R$850,01",320,"R$63,75",3036,"R$5,00","R$129.693,44","R$345.242,50","R$200.000,00",
736,22/08/2025,1,2,2,0,9,0,2,0,,"R$0,00",2,"R$7.067,13",24,"R$841,32",389,"R$51,90",3338,"R$5,00","R$181.521,11","R$345.517,50","R$250.000,00",
